389,ldap_metadata,ldap_root_dse,20240605
389,starttls_ldap,starttls_ldap,20240605
389,tcp,hosts,20240605
389,tls,cert_chain,20240605
389,tls,certs,20240605
389,tls,tls_verbose,20240605
636,ldap_metadata,ldap_root_dse,20240604
636,ldap,ldap,20240604
636,tcp,hosts,20240604
636,tls,cert_chain,20240604
636,tls,certs,20240604
636,tls,tls_verbose,20240604
